S No,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price
197,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Hyderabad,2016,76000,Diesel,Automatic,15.97 kmpl,2993 CC,258 bhp,7,58
198,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,2016,35659,Diesel,Automatic,15.97 kmpl,2993 CC,258 bhp,7,43.78
199,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,15.97 kmpl,2993 CC,258 bhp,7,43
200,BMW X5 X5 M,Pune,2015,69002,Diesel,Automatic,15.97 kmpl,2993 CC,258 bhp,5,50
201,BMW X5 X5 M,Chennai,2017,15000,Diesel,Automatic,15.97 kmpl,2993 CC,258 bhp,5,70
202,BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,15.3 kmpl,2993 CC,258 bhp,5,45
203,BMW X5 xDrive 30d,Coimbatore,2016,17738,Diesel,Automatic,15.3 kmpl,2993 CC,258 bhp,5,54.45
204,BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,69000,Diesel,Automatic,15.97 kmpl,2993 CC,258 bhp,5,54
205,BMW X5 xDrive 30d Design Pure Experience 5 Seater,Delhi,2015,31000,Diesel,Automatic,15.97 kmpl,2993 CC,258 bhp,5,
206,BMW X5 xDrive 30d M Sport,Chennai,2017,6500000,Diesel,Automatic,15.97 kmpl,2993 CC,258 bhp,5,65
207,BMW X5 xDrive 30d M Sport,Chennai,2016,45000,Diesel,Automatic,15.97 kmpl,2993 CC,258 bhp,5,57
208,BMW X5 xDrive 30d M Sport,Chennai,2017,21000,Diesel,Automatic,15.97 kmpl,2993 CC,258 bhp,5,55
209,BMW X6 xDrive 40d M Sport,Chennai,2016,25000,Diesel,Automatic,15.87 kmpl,2993 CC,308.43 bhp,5,60
210,BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,Diesel,Automatic,15.87 kmpl,2993 CC,308.43 bhp,5,85
211,BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,Petrol,Automatic,10.37 kmpl,2979 CC,306 bhp,2,58.54
212,Hyundai Creta 1.4 CRDi S,Delhi,2016,42784,Diesel,Manual,21.38 kmpl,1396 CC,88.7 bhp,5,10.17
213,Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,Diesel,Manual,21.38 kmpl,1396 CC,88.7 bhp,5,12.15
214,Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000,Diesel,Manual,21.38 kmpl,1396 CC,88.7 bhp,5,10.25
215,Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015,68178,Diesel,Manual,21.38 kmpl,1396 CC,88.7 bhp,5,
216,Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015,48000,Diesel,Manual,21.38 kmpl,1396 CC,88.7 bhp,5,
217,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2018,13000,Diesel,Manual,22.1 kmpl,1396 CC,88.7 bhp,5,10.5
218,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,21.38 kmpl,1396 CC,88.7 bhp,5,9.9
219,Hyundai Creta 1.4 E Plus Diesel,Kochi,2018,41641,Diesel,Manual,21.38 kmpl,1396 CC,88.7 bhp,5,10.82
220,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,32000,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,15.5
221,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,37024,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,10.97
222,Hyundai Creta 1.6 CRDi AT SX Plus,Ahmedabad,2016,55100,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,12
223,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2016,38593,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,13.23
224,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2017,50170,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,14.79
225,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,58671,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,14.25
226,Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,2015,65800,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,12.5
227,Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,14.5
228,Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,14.5
229,Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,12.65
230,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,40571,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,
231,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,60739,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,
232,Hyundai Creta 1.6 CRDi AT SX Plus,Pune,2016,57297,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,5,
233,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.75
234,Hyundai Creta 1.6 CRDi SX,Kolkata,2015,43000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,9.25
235,Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,12.6
236,Hyundai Creta 1.6 CRDi SX,Jaipur,2015,83950,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,9.95
237,Hyundai Creta 1.6 CRDi SX,Kolkata,2016,51000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,9.2
238,Hyundai Creta 1.6 CRDi SX,Mumbai,2017,27000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,12.9
239,Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.28
240,Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.54
241,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.69
242,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,12
243,Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,12.5
244,Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,50129,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.3
245,Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.39
246,Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,12.6
247,Hyundai Creta 1.6 CRDi SX,Kochi,2017,30519,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,12.81
248,Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,63738,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,11.9
249,Hyundai Creta 1.6 CRDi SX,Bangalore,2015,29000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,
250,Hyundai Creta 1.6 CRDi SX,Chennai,2015,86247,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,
251,Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,34224,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,
252,Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,37800,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,
253,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,33186,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,
254,Hyundai Creta 1.6 CRDi SX,Jaipur,2015,65000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,
255,Hyundai Creta 1.6 CRDi SX Option,Pune,2015,41000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,12.5
256,Hyundai Creta 1.6 CRDi SX Option,Chennai,2015,41000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,11.9
257,Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2016,11554,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,14.25
258,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.75
259,Hyundai Creta 1.6 CRDi SX Option,Ahmedabad,2015,61786,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,10.5
260,Hyundai Creta 1.6 CRDi SX Option,Kochi,2017,44887,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,12.13
261,Hyundai Creta 1.6 CRDi SX Option,Bangalore,2016,51000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.25
262,Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2017,60083,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.78
263,Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,10.9
264,Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,12.26
265,Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,11
266,Hyundai Creta 1.6 CRDi SX Option,Pune,2015,70000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,12.25
267,Hyundai Creta 1.6 CRDi SX Option,Hyderabad,2016,41810,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,
268,Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,19000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,
269,Hyundai Creta 1.6 CRDi SX Option,Pune,2016,83500,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,
270,Hyundai Creta 1.6 SX,Chennai,2016,69434,Petrol,Manual,15.8 kmpl,1591 CC,121.3 bhp,5,8
271,Hyundai Creta 1.6 SX,Ahmedabad,2016,21000,Petrol,Manual,15.8 kmpl,1591 CC,121.3 bhp,5,10.9
272,Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,15.8 kmpl,1591 CC,121.3 bhp,5,9.7
273,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,Petrol,Manual,15.8 kmpl,1591 CC,121.3 bhp,5,11.78
274,Hyundai Creta 1.6 SX,Hyderabad,2018,9900,Petrol,Manual,15.8 kmpl,1591 CC,121.3 bhp,5,13.2
275,Hyundai Creta 1.6 SX Automatic,Kochi,2018,36471,Petrol,Automatic,14.8 kmpl,1591 CC,121.3 bhp,5,
276,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,Diesel,Automatic,17.6 kmpl,1582 CC,126.2 bhp,5,12.5
277,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,Diesel,Automatic,17.6 kmpl,1582 CC,126.2 bhp,5,11.25
278,Hyundai Creta 1.6 SX Automatic Diesel,Pune,2015,85000,Diesel,Automatic,17.6 kmpl,1582 CC,126.2 bhp,5,
279,Hyundai Creta 1.6 SX Diesel,Kolkata,2018,15000,Diesel,Manual,20.5 kmpl,1582 CC,126.2 bhp,5,
280,Hyundai Creta 1.6 SX Option,Delhi,2016,24347,Petrol,Manual,15.8 kmpl,1591 CC,121.3 bhp,5,11
281,Hyundai Creta 1.6 SX Option,Mumbai,2016,29477,Petrol,Manual,15.8 kmpl,1591 CC,121.3 bhp,5,10.25
282,Hyundai Creta 1.6 SX Option,Kochi,2017,47183,Petrol,Manual,15.8 kmpl,1591 CC,121.3 bhp,5,11.31
283,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,Petrol,Manual,15.8 kmpl,1591 CC,121.3 bhp,5,12.13
284,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,Diesel,Manual,20.5 kmpl,1582 CC,126.2 bhp,5,11.45
285,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,20.5 kmpl,1582 CC,126.2 bhp,5,10.8
286,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,Diesel,Manual,20.5 kmpl,1582 CC,126.2 bhp,5,16.27
287,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,Diesel,Manual,20.5 kmpl,1582 CC,126.2 bhp,5,13.82
288,Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,15.8 kmpl,1591 CC,121.3 bhp,5,13.25
289,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,63770,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.55
290,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,52383,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,14.82
291,Hyundai Creta 1.6 SX Plus Diesel,Pune,2017,44865,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.35
292,Hyundai Creta 1.6 SX Plus Diesel,Hyderabad,2016,41713,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,12.5
293,Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13
294,Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,13.34
295,Hyundai Creta 1.6 SX Plus Diesel,Chennai,2016,62000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,
296,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2016,26186,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5,
297,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,12.03
298,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2019,8587,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,13.56
299,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,9.85
300,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,12.75
301,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,19623,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,13.12
302,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,36458,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,12.34
303,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,15731,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,12.49
304,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2015,26000,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,9.5
305,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,11.94
306,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,12.53
307,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Bangalore,2016,13000,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,
308,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,22865,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,
309,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2017,11000,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,
310,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,5,13.77
311,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32807,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,5,14.76
312,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,5,14.36
313,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,5,11.45
314,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,5,14.35
315,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,21363,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,5,13.49
316,Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,25000,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,5,12.75
317,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,28000,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,5,11.85
318,Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,5,12.6
319,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,5,10.95
320,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32746,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,5,
321,Hyundai Creta 1.6 VTVT Base,Hyderabad,2015,28700,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,
322,Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,26246,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,10.75
323,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,8.15
324,Hyundai Creta 1.6 VTVT S,Coimbatore,2016,47016,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,9.43
325,Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,8.77
326,Hyundai Creta 1.6 VTVT S,Pune,2016,26000,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,12.5
327,Hyundai Creta 1.6 VTVT S,Hyderabad,2015,48200,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,9
328,Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,11.5
329,Hyundai Creta 1.6 VTVT S,Jaipur,2016,24000,Petrol,Manual,15.29 kmpl,1591 CC,121.3 bhp,5,
330,Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,5,5.43
331,Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,5,4.9
332,Hyundai Grand i10 1.2 CRDi Magna,Jaipur,2018,27000,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,5,
333,Hyundai Grand i10 1.2 CRDi Magna,Hyderabad,2017,25678,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,5,
334,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,5,5.92
335,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,5,5.95
336,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,5,6.28
337,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,5,4.25
338,Hyundai Grand i10 1.2 CRDi Sportz,Coimbatore,2019,56371,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,5,
339,Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,2017,26877,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,5,5.75
340,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,6.5
341,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.98
342,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,6.01
343,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.89
344,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,6.08
345,Hyundai Grand i10 1.2 Kappa Asta,Delhi,2018,10000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,6.5
346,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.66
347,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.99
348,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5
349,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,4.77
350,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,4.9
351,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5
352,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.53
353,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,4.8
354,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,4.75
355,Hyundai Grand i10 1.2 Kappa Magna,Jaipur,2015,25043,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,
356,Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,3000,Petrol,Automatic,18.9 kmpl,1197 CC,81.86 bhp,5,6.2
357,Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,Petrol,Automatic,18.9 kmpl,1197 CC,81.86 bhp,5,6.76
358,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,18.9 kmpl,1197 CC,81.86 bhp,5,6.84
359,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,6.17
360,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,6.03
361,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.75
362,Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,4.3
363,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,6.07
364,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.55
365,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.85
366,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,4.87
367,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.87
368,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2016,28147,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.07
369,Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,Petrol,Automatic,18.9 kmpl,1197 CC,81.86 bhp,5,7.55
370,Hyundai Grand i10 1.2 Kappa Sportz AT,Kochi,2019,34649,Petrol,Automatic,18.9 kmpl,1197 CC,81.86 bhp,5,
371,Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,13916,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,6.44
372,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.6
373,Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,4.75
374,Hyundai Grand i10 1.2 Kappa Sportz Option,Delhi,2017,25348,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,
375,Hyundai Grand i10 Asta,Coimbatore,2017,74515,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.64
376,Hyundai Grand i10 Asta,Coimbatore,2018,20492,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,6.34
377,Hyundai Grand i10 Asta,Coimbatore,2016,61578,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,6.4
378,Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.5
379,Hyundai Grand i10 Asta,Kolkata,2015,15305,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,3.75
380,Hyundai Grand i10 Asta,Chennai,2015,25000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.5
381,Hyundai Grand i10 Asta,Kochi,2017,35223,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
382,Hyundai Grand i10 Asta,Hyderabad,2015,27000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
383,Hyundai Grand i10 Asta,Chennai,2016,58000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
384,Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.88
385,Hyundai Grand i10 Asta Option,Bangalore,2015,50000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.75
